1,2,3,4,5,6,7,8,9,Decision
0.3067661442703124,0.17744803823496727,0.12433311103701236,0.09542625319550964,0.07692564188062682,0.06519395354006893,0.05682449705457373,0.05106702234078022,0.04601533844614872,Follows
0.3118801563902421,0.17835378985130704,0.12265296538462603,0.09359794814224061,0.07523293198358291,0.06467075519147242,0.056345503502663416,0.050760137716780215,0.046505811837085104,Follows
0.3100678264687168,0.18050565591057244,0.12331302151496713,0.09268691179780432,0.07595953196680082,0.06405586166845881,0.056875870059935114,0.050462781579876013,0.046072539032868405,Follows
0.30981590830149364,0.17942341090656472,0.12401250434178533,0.09394928794720382,0.07530948245918721,0.06377214310524482,0.05662799583188601,0.051001042028482116,0.046088225078152106,Follows
0.30984819644708,0.17877973618470966,0.12238206256095904,0.09368027053988492,0.07618520978233982,0.06467837264812863,0.05722018601006462,0.05090684769349181,0.046319118133341414,Follows
0.3085964527163147,0.18103762076908758,0.12550259669168426,0.09438119822941474,0.07525543165657533,0.06417954823955693,0.05606019767645413,0.05024160764252622,0.04474534637838612,Follows
0.3085357348278766,0.17844490076051656,0.12317755295412174,0.09432683036619822,0.07677965583641533,0.06455915328978262,0.05708736353355352,0.050857630311736714,0.04623117811979872,Follows
0.3118809679965318,0.17910381395969274,0.12206949832701564,0.09195855889905402,0.07524538956635803,0.06449326915594883,0.05736502184328412,0.050881512689113916,0.047001967563000915,Follows
0.3078630953869582,0.17866124250078508,0.12358873040617335,0.09443383879223384,0.07652464355282863,0.06536786793045282,0.057239955428472926,0.05082654617904742,0.04549407982304772,Follows
0.3067149021536479,0.18059410782409605,0.12563177095923606,0.09532899325092173,0.07621262513857972,0.06423433110772132,0.05638772884765532,0.05028605088621591,0.044609489831926016,Follows
0.30632958520531356,0.18242741995982362,0.12663060239557894,0.09600931336184022,0.07576275377660711,0.06386543414658541,0.05564955975471851,0.048997952282912816,0.044327379116619804,Follows
0.3113597901388608,0.17726763686686653,0.12302386781415951,0.09326482463867591,0.07554111772176171,0.06499248312524142,0.05743948290570971,0.05074793598568321,0.04636286080304121,Follows
0.3106820126932611,0.178122464404406,0.12246440440596205,0.09317375985061524,0.07715435316609053,0.06483066389534173,0.05658337871933663,0.05106481121275102,0.04592415165223572,Follows
0.3115175462727544,0.1807256368148007,0.12296701372969096,0.09337356930284514,0.07522292338771303,0.06420527013396243,0.05601913987278983,0.05048391533774032,0.04548498514770322,Follows
0.31042426195980805,0.1782800551307132,0.12339387337720077,0.09316923795127155,0.07599646540992354,0.06479248177129644,0.057136982038057935,0.050865307664947526,0.04594133469678103,Follows
0.3094579123456379,0.17838485222359318,0.12399268620716486,0.09342314404170414,0.07669478808896593,0.06535451887914452,0.056656885302388625,0.05033512287838872,0.04570009003301212,Follows
0.3055946115671248,0.18003678983666865,0.12494651024502475,0.09516730483880823,0.07663067338738803,0.06526027975836522,0.05697700913077062,0.05024980410245582,0.045137017133393714,Follows
0.31074889059934035,0.18048566323681012,0.12329977575796312,0.09373150420002271,0.07562541854345481,0.06418268362421811,0.05631892941794321,0.05000569635905401,0.045601438261193304,Follows
0.31302591065215707,0.17737291997821322,0.12027444616119962,0.09207396374064891,0.07588397452285942,0.06530184631459601,0.05782655091537631,0.052074186054266704,0.04616620166068271,Follows
0.3118411034728051,0.1801812816423162,0.12287082988312836,0.09231914905441226,0.07548585369648944,0.06412935351031725,0.056460173056724135,0.05117788608488333,0.04553436959892403,Follows
0.3076121567777539,0.17957865839765721,0.1258634390855187,0.09493801021400505,0.07669117361030074,0.06407093120828675,0.05564632201345933,0.049866906734685926,0.04573240195833263,Follows
0.3074948109000276,0.17963316467021778,0.12398267243511195,0.09543775997599264,0.07588173020014503,0.06468105443622893,0.05639516628738303,0.05096015715956862,0.04553348393532452,Follows
0.3098212275909217,0.17725230169824063,0.12232279077264252,0.09358525801530111,0.07653337705610501,0.06459205820316082,0.05737224289481801,0.051905970103628504,0.04661477366518171,Follows
0.31116767773328413,0.17827100661106962,0.12292031979902793,0.09291901370289371,0.07561462938827461,0.06424603516455421,0.05747100883421191,0.05078212927017011,0.04660817949651381,Follows
0.3072919705798177,0.17948033977142958,0.12435778809577396,0.09531827869148544,0.07574557710849733,0.06489778792905593,0.05653965528260103,0.05072397322507772,0.04564462931626142,Follows
0.3087962744275351,0.18034071427182125,0.12429874600920834,0.09442581225982313,0.07621752141620652,0.06446674131889933,0.05640596736234022,0.04995401385419471,0.045094209079971415,Follows
0.3062418725617686,0.18094595045180228,0.12571827103686667,0.09441721405310484,0.07590888377624393,0.06523068031520562,0.05601680504151243,0.05047903259866842,0.04504129016482722,Follows
0.30788746797383443,0.17881021058072263,0.12404755156143182,0.09478077707565673,0.07599024070338072,0.06442191729051691,0.05637160911682811,0.051650354858251216,0.04603987083937731,Follows
0.30862142742029597,0.18000577947951343,0.12536469071448814,0.09478346401996143,0.07648918848327561,0.06452455445214421,0.055883121141224915,0.049528472272391315,0.04479930201670491,Follows
0.31055688323236813,0.18039237481242704,0.12395653865392092,0.09351414438948481,0.07603234591229921,0.06344689601511701,0.05651364419496471,0.049955538264880715,0.04563163452453731,Follows
