1,2,3,4,5,6,7,8,9,Decision
0.3095653575338584,0.1794643799912194,0.12363496923991756,0.09431424744777454,0.07609160780478043,0.06442389449875233,0.055918328785546326,0.05045264836807622,0.046134566330074823,Follows
0.3098129334874623,0.17865518851147077,0.12324104125911435,0.09315256535657124,0.07607982838342522,0.06489251733949843,0.057028610172505725,0.05129323759558952,0.04584407789436242,Follows
0.30967234571126073,0.17984166108580812,0.12356993394671832,0.09311095117281391,0.07556806655903252,0.06464440436724181,0.057149843967531914,0.05109472824229351,0.045348064947299004,Follows
0.3101711871943087,0.17909348599377506,0.12316029346376164,0.09378056914184082,0.07590595820364603,0.06410626945309023,0.05695586927523342,0.051017118719430814,0.045809248554913216,Follows
0.3111573612241893,0.17877397680887186,0.12364989343640505,0.09436505047529863,0.07558929529091722,0.06411877325434383,0.05628280616540562,0.04995290083611431,0.04610994250845422,Follows
0.3062782923311631,0.18143217204516215,0.12592432035880727,0.09458704659324903,0.07642993505789762,0.06483928427523003,0.05592190274524182,0.049697242531102415,0.044889804062146516,Follows
0.31010879986660556,0.17754248474995482,0.12186418775272002,0.09181708282963022,0.07666013589561882,0.06574957966845911,0.05777092278405382,0.051476371114538615,0.04701043533841901,Follows
0.3099625151787129,0.1806885091933678,0.12268290175308925,0.09332303357517384,0.07557262302051523,0.06465506461894133,0.05645508629289283,0.05057811097618922,0.04608215539111752,Follows
0.3111854007052881,0.17644982812426185,0.12285850055439304,0.09391056903791273,0.07603104601045423,0.06531555940898083,0.05709275732035022,0.051084748494524115,0.04607159034383482,Follows
0.31097791412406783,0.17831538230684588,0.12242822368201675,0.09212544599686553,0.07605288605822133,0.06589360543310323,0.057073704802872126,0.05116876187935572,0.04596407571665162,Follows
0.3079911194347115,0.17920347220099644,0.12430012754003344,0.09593566869600732,0.07633229319202972,0.06456748923967803,0.05643993809167872,0.05009905887125681,0.04513083273360802,Follows
0.31022437375988626,0.17823457812508692,0.12212446435419597,0.09388460619264906,0.07612423092100504,0.06483606876274854,0.057324522156700336,0.051230248495189624,0.046016907232538325,Follows
0.30948880768108494,0.17941891647792801,0.12236935347163362,0.09381817171282082,0.07556864761216632,0.06429712793008101,0.05749697786546981,0.050682932929455714,0.046859064319359704,Follows
0.30710514615983103,0.17988496165388462,0.12488885183950203,0.09508169389796593,0.07636434367011222,0.06436312104034671,0.05611314882738691,0.05016672224074691,0.04603201067022341,Follows
0.3069446412643899,0.17784094540261025,0.12391598520654984,0.09457638327373163,0.07705153533450593,0.06610371531222123,0.05728155070035482,0.05076287410840562,0.04552236939723081,Follows
0.3086669834362836,0.1810116065499066,0.12484335186713458,0.09334144708141255,0.07545785713690285,0.06444872361295194,0.056368319703903734,0.04983564102777843,0.04602606958372583,Follows
0.3049212850021951,0.18166410118197535,0.12596066750762705,0.09525264930287353,0.07768973009619173,0.06439459192122383,0.05620634276727812,0.04929064811367411,0.04461998410696121,Follows
0.3103587218398216,0.17943317002953918,0.12238892238947816,0.09344441325956414,0.07503730607095513,0.06495285679748562,0.057583344680307125,0.05043336177023902,0.04636790316261002,Follows
0.3111889763560733,0.17892025419513677,0.12322406573283944,0.09295850572828243,0.07598900747747173,0.06462969703874333,0.05673542087523372,0.05043055899033291,0.04592351360588631,Follows
0.3072361968218862,0.17902800507920277,0.12439878966043255,0.09485438970377805,0.07676598156705072,0.06549059597275902,0.056488070264157426,0.05023075918521582,0.04550721174551742,Follows
