Image,1,2,3,4,5,6,7,8,9
easy_100_1111.jpg,0.30390874,0.178847965,0.126224867,0.096022359,0.077077377,0.065586478,0.056643246,0.049969856,0.045719112
easy_10_0001.jpg,0.30020586,0.169283212,0.122021486,0.096951546,0.081193934,0.069848008,0.060299539,0.053076374,0.047120041
easy_11_1111.jpg,0.308981131,0.179883801,0.12405147,0.093109456,0.076454783,0.064484758,0.056538084,0.0507309,0.045765618
easy_12_1110.jpg,0.306998019,0.177483403,0.123779036,0.095317888,0.077260816,0.065564568,0.057316894,0.050328045,0.045951331
easy_13_1010.jpg,0.292486484,0.178794681,0.130016836,0.100267268,0.079630381,0.066847624,0.057073718,0.050166973,0.044716034
easy_14_1111.jpg,0.283927981,0.147627104,0.11800445,0.10183881,0.089998639,0.078577957,0.068179608,0.060378763,0.051466687
easy_15_0011.jpg,0.298004045,0.172934587,0.125608455,0.098550266,0.080991198,0.067921918,0.059284079,0.051049099,0.045656353
easy_16_1111.jpg,0.307888521,0.183592209,0.126205229,0.093820334,0.075042374,0.063905638,0.055575315,0.049323404,0.044646975
easy_17_0011.jpg,0.302238215,0.186501243,0.128410464,0.096405796,0.076152104,0.064098254,0.054306237,0.048304319,0.043583367
easy_18_0011.jpg,0.297130316,0.154104509,0.116206906,0.097380337,0.085854377,0.075178487,0.066199961,0.057293663,0.050651443
easy_19_0111.jpg,0.30933283,0.171239404,0.12023405,0.095064778,0.078914101,0.067725597,0.058437499,0.051988898,0.047062844
easy_1_1110.jpg,0.291095595,0.173809398,0.127049397,0.100260333,0.08239818,0.068986978,0.059026514,0.051838866,0.045534739
easy_20_1111.jpg,0.316102811,0.153043932,0.108269762,0.090948489,0.080464049,0.073204949,0.065834727,0.059042343,0.053088937
easy_21_0011.jpg,0.279463861,0.186312019,0.136046256,0.105221627,0.082821396,0.066881167,0.055467107,0.047006588,0.040779979
easy_22_1010.jpg,0.293990981,0.181476429,0.129160427,0.099011139,0.079609012,0.066491808,0.056797691,0.049056845,0.044405669
easy_23_1100.jpg,0.290425742,0.176723264,0.129022847,0.100918833,0.082097618,0.068561013,0.057919553,0.049620325,0.044710805
easy_24_0011.jpg,0.293894582,0.159182018,0.121524951,0.099308532,0.085379168,0.072199889,0.06349612,0.055539659,0.049475079
easy_25_0110.jpg,0.296492227,0.192556576,0.134109443,0.098089827,0.07544837,0.062473084,0.052679105,0.046477641,0.041673729
easy_26_1100.jpg,0.318167041,0.180839624,0.11987252,0.09088661,0.073931853,0.06334555,0.056496406,0.0505753,0.045885096
easy_27_1000.jpg,0.262472945,0.188184008,0.143896266,0.110544317,0.086472234,0.06849041,0.055059611,0.045660274,0.039219936
easy_28_1100.jpg,0.296159222,0.187682168,0.133147727,0.098018622,0.078054798,0.063489682,0.053675872,0.04712407,0.042647839
easy_29_0011.jpg,0.321168329,0.153647418,0.107640423,0.089044274,0.080229577,0.072042715,0.064786494,0.058155331,0.05328544
easy_2_1111.jpg,0.295207586,0.181341565,0.12982499,0.09893505,0.079164155,0.065880758,0.055678576,0.049324439,0.044642882
easy_30_1001.jpg,0.289901203,0.16483379,0.123165965,0.101177007,0.083688696,0.072471826,0.062658801,0.054174566,0.047928145
easy_31_0011.jpg,0.321480362,0.148725157,0.106346155,0.089647356,0.080582611,0.072970781,0.065536745,0.059922326,0.054788508
easy_32_1100.jpg,0.256068457,0.171203134,0.138733382,0.112150805,0.091283148,0.074107825,0.061658355,0.051300929,0.043493964
easy_33_0010.jpg,0.303250612,0.143800891,0.109255673,0.097579473,0.086511669,0.076593983,0.068445924,0.060656234,0.05390554
easy_34_1100.jpg,0.315356848,0.173465163,0.119338408,0.091346889,0.076293771,0.066381555,0.058564604,0.052431647,0.046821116
easy_35_0110.jpg,0.279404574,0.186601249,0.140460738,0.106272087,0.081634921,0.065754673,0.053975063,0.045562643,0.040334052
easy_36_1111.jpg,0.323690285,0.186708817,0.122597456,0.087895817,0.070522775,0.060808427,0.053858099,0.048618963,0.045299361
easy_37_0010.jpg,0.324561574,0.1686339,0.113589328,0.088918582,0.074578936,0.066125712,0.059675372,0.053633386,0.050283209
easy_38_0010.jpg,0.311879441,0.177114798,0.122959954,0.093014725,0.077294592,0.064703479,0.056661396,0.050953573,0.045418041
easy_39_0011.jpg,0.328539322,0.140356092,0.102179946,0.088553546,0.080949987,0.073665905,0.067573612,0.061945255,0.056236335
easy_3_1100.jpg,0.296005623,0.180672082,0.128654613,0.098867639,0.079026325,0.065863606,0.056954183,0.049408817,0.044547111
easy_40_1111.jpg,0.310451543,0.156125856,0.111585539,0.092569854,0.081304901,0.072623526,0.065108927,0.05813049,0.052099365
easy_41_0001.jpg,0.309379246,0.182383034,0.125784661,0.093517363,0.075155126,0.064309513,0.054800497,0.049448549,0.045222011
easy_42_0001.jpg,0.299135325,0.18237919,0.128631524,0.098906931,0.077620699,0.0647506,0.055831555,0.049015849,0.043728328
easy_43_1100.jpg,0.291194946,0.176573383,0.129707369,0.101199919,0.081266096,0.0673916,0.057609442,0.050322136,0.044735109
easy_44_0011.jpg,0.28789748,0.178775855,0.129636113,0.102000044,0.082444178,0.067823125,0.057539484,0.049948318,0.043935403
easy_45_1010.jpg,0.297392657,0.181580519,0.130208782,0.098740085,0.07929267,0.064834905,0.055766853,0.048382392,0.043801136
easy_46_1100.jpg,0.301179478,0.178102555,0.127025187,0.096575485,0.078031703,0.066345286,0.057465164,0.050010419,0.045264723
easy_47_1110.jpg,0.292533922,0.176772756,0.129038083,0.100542301,0.080761666,0.067807017,0.058000044,0.050507295,0.044036916
easy_48_0011.jpg,0.298023549,0.177291645,0.126519012,0.097786285,0.079863754,0.067958926,0.057393218,0.050255877,0.044907734
easy_49_1000.jpg,0.304831154,0.186066671,0.128402896,0.095670077,0.074890113,0.063301233,0.05426852,0.048850559,0.043718777
easy_4_0011.jpg,0.272178433,0.170690101,0.133349818,0.106089189,0.087799674,0.072313458,0.061172496,0.052557004,0.043849828
easy_50_0110.jpg,0.291749894,0.167524635,0.123716868,0.100867043,0.084117913,0.071110877,0.061418106,0.052706003,0.046788662
easy_51_1110.jpg,0.283855057,0.157134397,0.121274046,0.102342962,0.088127271,0.075615907,0.065890406,0.056745989,0.049013965
easy_52_1100.jpg,0.292352611,0.169563237,0.124845124,0.09966219,0.08234111,0.070470544,0.060452932,0.052966113,0.047346138
easy_53_0001.jpg,0.294791826,0.187410916,0.133573205,0.099117847,0.077979523,0.06306489,0.054679577,0.046927747,0.042454468
easy_54_1010.jpg,0.318684922,0.182444693,0.122204098,0.091269588,0.073170732,0.061827337,0.05501074,0.049411294,0.045976596
easy_55_0011.jpg,0.302988708,0.182309496,0.127823101,0.095685324,0.077885342,0.064339461,0.055975748,0.049326457,0.043666363
easy_56_1110.jpg,0.301194008,0.177584425,0.125934816,0.09674023,0.078518963,0.065945483,0.057930793,0.050766188,0.045385094
easy_57_0010.jpg,0.323769866,0.172592442,0.115125521,0.088279659,0.075087296,0.065306224,0.058275298,0.053369483,0.04819421
easy_58_0011.jpg,0.322252842,0.16888258,0.112078162,0.088729123,0.075141955,0.066621848,0.060549154,0.055537653,0.050206683
easy_59_0010.jpg,0.307473436,0.18146201,0.123596786,0.09424043,0.076951718,0.064964656,0.056878807,0.049915529,0.044516627
easy_5_1100.jpg,0.306097951,0.179545676,0.125057312,0.095477596,0.076515457,0.065033692,0.056583536,0.05067315,0.04501563
easy_60_1111.jpg,0.290455936,0.171444765,0.126517957,0.100158081,0.082441289,0.070636577,0.060498804,0.052239117,0.045607475
easy_61_0111.jpg,0.299113766,0.179605501,0.126256425,0.098519239,0.078574802,0.065920267,0.056982914,0.050062509,0.044964578
easy_62_0001.jpg,0.279922211,0.174624253,0.131865537,0.104703431,0.084147798,0.069687457,0.05956105,0.051359911,0.044128351
easy_63_1110.jpg,0.311398646,0.176775298,0.121756554,0.092740961,0.076386515,0.06511487,0.057689368,0.052047988,0.046089801
easy_64_1111.jpg,0.29513803,0.171234342,0.123817567,0.099334087,0.082387619,0.069619427,0.059615454,0.05292021,0.045933264
easy_65_1111.jpg,0.278681876,0.158476078,0.123525555,0.104040382,0.089908491,0.076134968,0.064811677,0.05590528,0.048515693
easy_66_1101.jpg,0.291844361,0.181499437,0.13008182,0.100001389,0.081409143,0.066667593,0.056501868,0.048892161,0.043102227
easy_67_0101.jpg,0.31308767,0.17792918,0.121571232,0.092296108,0.075699647,0.064843733,0.056808078,0.051564897,0.046199458
easy_68_1100.jpg,0.292658262,0.173297365,0.126831545,0.100138356,0.081804846,0.068816643,0.058987281,0.051433286,0.046032416
easy_69_1011.jpg,0.309079796,0.180178929,0.123741387,0.093937542,0.076647588,0.064547677,0.056409758,0.050236164,0.04522116
easy_6_1110.jpg,0.290315053,0.178782575,0.12981608,0.100922376,0.081055176,0.067691838,0.057231761,0.050316719,0.043868423
easy_70_0011.jpg,0.293806313,0.172285799,0.127202158,0.099783014,0.08142394,0.068457565,0.059661435,0.051445972,0.045933804
