Image,1,2,3,4,5,6,7,8,9
seed0051.jpg,0.30956535753385833,0.17946437999121934,0.12363496923991753,0.09431424744777454,0.07609160780478046,0.06442389449875237,0.055918328785546374,0.050452648368076204,0.04613456633007486
seed0052.jpg,0.3098129334874622,0.17865518851147075,0.12324104125911435,0.09315256535657122,0.07607982838342522,0.06489251733949848,0.05702861017250578,0.05129323759558954,0.04584407789436244
seed0053.jpg,0.30967234571126073,0.17984166108580812,0.12356993394671832,0.09311095117281394,0.07556806655903252,0.0646444043672418,0.05714984396753191,0.05109472824229355,0.045348064947299094
seed0054.jpg,0.3101711871943086,0.179093485993775,0.12316029346376167,0.09378056914184082,0.07590595820364607,0.06410626945309027,0.05695586927523344,0.051017118719430855,0.04580924855491329
seed0055.jpg,0.31115736122418924,0.17877397680887186,0.12364989343640502,0.09436505047529864,0.07558929529091722,0.06411877325434383,0.0562828061654056,0.04995290083611436,0.04610994250845423
seed0056.jpg,0.30627829233116305,0.18143217204516213,0.1259243203588072,0.09458704659324903,0.07642993505789768,0.06483928427523002,0.055921902745241885,0.049697242531102456,0.044889804062146564
seed0057.jpg,0.3101087998666055,0.17754248474995485,0.12186418775272,0.09181708282963025,0.07666013589561882,0.06574957966845915,0.0577709227840538,0.05147637111453861,0.047010435338419
seed0058.jpg,0.30996251517871287,0.18068850919336776,0.12268290175308923,0.09332303357517388,0.07557262302051523,0.06465506461894137,0.05645508629289289,0.05057811097618922,0.04608215539111757
seed0059.jpg,0.311185400705288,0.17644982812426185,0.12285850055439304,0.0939105690379127,0.07603104601045427,0.06531555940898089,0.057092757320350254,0.05108474849452415,0.046071590343834845
seed0060.jpg,0.3109779141240677,0.17831538230684585,0.12242822368201674,0.09212544599686552,0.07605288605822134,0.06589360543310326,0.05707370480287217,0.05116876187935576,0.04596407571665166
seed0061.jpg,0.30799111943471147,0.17920347220099642,0.1243001275400334,0.09593566869600736,0.07633229319202972,0.064567489239678,0.05643993809167878,0.05009905887125681,0.04513083273360805
seed0062.jpg,0.31022437375988615,0.17823457812508683,0.12212446435419597,0.09388460619264907,0.07612423092100509,0.06483606876274851,0.057324522156700364,0.05123024849518961,0.046016907232538366
seed0063.jpg,0.3094888076810849,0.179418916477928,0.12236935347163362,0.0938181717128208,0.07556864761216635,0.06429712793008101,0.05749697786546985,0.050682932929455735,0.046859064319359725
seed0064.jpg,0.30710514615983103,0.17988496165388462,0.12488885183950206,0.09508169389796599,0.07636434367011226,0.06436312104034678,0.056113148827386904,0.05016672224074691,0.04603201067022341
seed0065.jpg,0.30694464126438986,0.17784094540261025,0.1239159852065498,0.09457638327373162,0.07705153533450591,0.06610371531222127,0.05728155070035483,0.050762874108405645,0.04552236939723081
seed0066.jpg,0.30866698343628346,0.1810116065499065,0.12484335186713459,0.09334144708141257,0.07545785713690283,0.06444872361295198,0.05636831970390377,0.049835641027778474,0.04602606958372582
seed0067.jpg,0.304921285002195,0.1816641011819753,0.125960667507627,0.09525264930287353,0.07768973009619179,0.06439459192122388,0.05620634276727812,0.049290648113674125,0.04461998410696126
seed0068.jpg,0.3103587218398215,0.17943317002953918,0.12238892238947816,0.09344441325956411,0.07503730607095517,0.06495285679748569,0.05758334468030712,0.05043336177023906,0.04636790316261001
seed0069.jpg,0.31118897635607323,0.1789202541951367,0.12322406573283946,0.0929585057282824,0.07598900747747173,0.06462969703874336,0.056735420875233755,0.05043055899033291,0.04592351360588639
seed0070.jpg,0.30723619682188613,0.17902800507920277,0.12439878966043251,0.094854389703778,0.07676598156705075,0.06549059597275902,0.05648807026415745,0.05023075918521585,0.045507211745517494
seed0071.jpg,0.30676614427031235,0.17744803823496721,0.12433311103701233,0.09542625319550961,0.07692564188062688,0.0651939535400689,0.05682449705457375,0.05106702234078026,0.04601533844614872
seed0072.jpg,0.311880156390242,0.178353789851307,0.12265296538462607,0.09359794814224065,0.07523293198358291,0.06467075519147246,0.05634550350266347,0.05076013771678027,0.04650581183708516
seed0073.jpg,0.3100678264687167,0.18050565591057244,0.12331302151496712,0.09268691179780432,0.07595953196680087,0.06405586166845889,0.05687587005993515,0.05046278157987602,0.04607253903286847
seed0074.jpg,0.3098159083014936,0.17942341090656477,0.12401250434178535,0.09394928794720389,0.07530948245918721,0.06377214310524487,0.056627995831886074,0.05100104202848211,0.046088225078152134
seed0075.jpg,0.30984819644707995,0.1787797361847096,0.122382062560959,0.09368027053988491,0.07618520978233988,0.06467837264812865,0.057220186010064664,0.05090684769349187,0.04631911813334148
seed0076.jpg,0.3085964527163146,0.18103762076908755,0.1255025966916842,0.09438119822941472,0.07525543165657536,0.06417954823955696,0.05606019767645416,0.05024160764252628,0.04474534637838619
seed0077.jpg,0.30853573482787655,0.1784449007605165,0.12317755295412171,0.09432683036619828,0.07677965583641531,0.06455915328978262,0.057087363533553585,0.05085763031173674,0.04623117811979872
seed0078.jpg,0.31188096799653175,0.17910381395969274,0.12206949832701564,0.09195855889905401,0.07524538956635801,0.06449326915594882,0.05736502184328416,0.05088151268911393,0.04700196756300092
seed0079.jpg,0.3078630953869581,0.178661242500785,0.12358873040617332,0.09443383879223388,0.07652464355282865,0.06536786793045285,0.05723995542847298,0.05082654617904749,0.045494079823047706
seed0080.jpg,0.30671490215364783,0.18059410782409607,0.125631770959236,0.09532899325092178,0.07621262513857978,0.0642343311077213,0.056387728847655326,0.05028605088621593,0.044609489831926
seed0081.jpg,0.3063295852053135,0.18242741995982362,0.12663060239557894,0.09600931336184022,0.07576275377660713,0.06386543414658542,0.055649559754718504,0.048997952282912816,0.04432737911661985
seed0082.jpg,0.3113597901388607,0.17726763686686656,0.12302386781415951,0.09326482463867591,0.0755411177217617,0.06499248312524142,0.05743948290570977,0.0507479359856832,0.04636286080304121
seed0083.jpg,0.310682012693261,0.17812246440440596,0.12246440440596205,0.09317375985061521,0.07715435316609054,0.06483066389534173,0.05658337871933666,0.05106481121275106,0.04592415165223577
seed0084.jpg,0.3115175462727543,0.1807256368148006,0.12296701372969097,0.09337356930284514,0.07522292338771303,0.06420527013396243,0.05601913987278987,0.050483915337740395,0.045484985147703244
seed0085.jpg,0.31042426195980793,0.17828005513071316,0.12339387337720079,0.09316923795127156,0.07599646540992352,0.06479248177129646,0.057136982038057976,0.05086530766494754,0.04594133469678108
seed0086.jpg,0.30945791234563785,0.1783848522235931,0.12399268620716485,0.09342314404170418,0.07669478808896596,0.06535451887914458,0.05665688530238865,0.05033512287838874,0.045700090033012106
seed0087.jpg,0.30559461156712475,0.18003678983666868,0.12494651024502476,0.09516730483880828,0.07663067338738809,0.06526027975836524,0.05697700913077064,0.0502498041024558,0.04513701713339372
seed0088.jpg,0.31074889059934035,0.18048566323681015,0.1232997757579631,0.09373150420002278,0.07562541854345488,0.06418268362421814,0.05631892941794325,0.05000569635905402,0.045601438261193346
seed0089.jpg,0.313025910652157,0.17737291997821328,0.1202744461611996,0.09207396374064894,0.0758839745228594,0.065301846314596,0.05782655091537632,0.05207418605426675,0.04616620166068273
seed0090.jpg,0.31184110347280497,0.1801812816423161,0.12287082988312836,0.09231914905441228,0.0754858536964894,0.06412935351031727,0.05646017305672415,0.05117788608488338,0.04553436959892409
seed0091.jpg,0.3076121567777537,0.1795786583976571,0.12586343908551867,0.09493801021400508,0.0766911736103007,0.06407093120828679,0.05564632201345937,0.04986690673468594,0.04573240195833264
seed0092.jpg,0.3074948109000275,0.17963316467021775,0.12398267243511193,0.0954377599759926,0.07588173020014505,0.06468105443622894,0.05639516628738305,0.05096015715956864,0.045533483935324505
seed0093.jpg,0.3098212275909216,0.17725230169824063,0.12232279077264252,0.09358525801530111,0.07653337705610502,0.06459205820316083,0.057372242894818015,0.051905970103628525,0.04661477366518176
seed0094.jpg,0.3111676777332841,0.1782710066110696,0.12292031979902793,0.0929190137028937,0.0756146293882746,0.06424603516455422,0.05747100883421194,0.05078212927017015,0.04660817949651384
seed0095.jpg,0.30729197057981766,0.17948033977142952,0.12435778809577397,0.09531827869148543,0.07574557710849734,0.0648977879290559,0.05653965528260103,0.05072397322507773,0.045644629316261405
seed0096.jpg,0.308796274427535,0.1803407142718212,0.12429874600920834,0.09442581225982312,0.07621752141620658,0.06446674131889933,0.05640596736234026,0.04995401385419474,0.045094209079971435
seed0097.jpg,0.30624187256176855,0.1809459504518022,0.1257182710368666,0.09441721405310483,0.07590888377624398,0.06523068031520567,0.056016805041512456,0.05047903259866849,0.045041290164827226
seed0098.jpg,0.30788746797383443,0.1788102105807226,0.12404755156143188,0.09478077707565678,0.07599024070338074,0.06442191729051693,0.05637160911682812,0.051650354858251216,0.046039870839377314
seed0099.jpg,0.30862142742029597,0.1800057794795134,0.12536469071448816,0.09478346401996143,0.07648918848327563,0.06452455445214424,0.055883121141224915,0.049528472272391315,0.04479930201670492
